SAMPLE_ID,TCGA-3N-A9WB-06,TCGA-3N-A9WC-06,TCGA-3N-A9WD-06,TCGA-BF-AAP0-06,TCGA-D3-A1Q1-06,TCGA-D3-A1Q3-06,TCGA-D3-A1Q4-06,TCGA-D3-A1Q5-06,TCGA-D3-A1Q6-06,TCGA-D3-A1Q7-06,TCGA-D3-A1Q8-06,TCGA-D3-A1Q9-06,TCGA-D3-A1QA-06,TCGA-D3-A1QB-06,TCGA-D3-A2J6-06,TCGA-D3-A2J7-06,TCGA-D3-A2J8-06,TCGA-D3-A2J9-06,TCGA-D3-A2JA-06,TCGA-D3-A2JB-06,TCGA-D3-A2JC-06,TCGA-D3-A2JD-06,TCGA-D3-A2JE-06,TCGA-D3-A2JF-06,TCGA-D3-A2JG-06,TCGA-D3-A2JH-06,TCGA-D3-A2JK-06,TCGA-D3-A2JL-06,TCGA-D3-A2JN-06,TCGA-D3-A2JO-06,TCGA-D3-A2JP-06,TCGA-D3-A3BZ-06,TCGA-D3-A3C1-06,TCGA-D3-A3C3-06,TCGA-D3-A3C6-06,TCGA-D3-A3C7-06,TCGA-D3-A3C8-06,TCGA-D3-A3CB-06,TCGA-D3-A3CC-06,TCGA-D3-A3CE-06,TCGA-D3-A3CF-06,TCGA-D3-A3ML-06,TCGA-D3-A3MO-06,TCGA-D3-A3MR-06,TCGA-D3-A3MU-06,TCGA-D3-A3MV-06,TCGA-D3-A51E-06,TCGA-D3-A51F-06,TCGA-D3-A51G-06,TCGA-D3-A51H-06,TCGA-D3-A51J-06,TCGA-D3-A51K-06,TCGA-D3-A51N-06,TCGA-D3-A51R-06,TCGA-D3-A51T-06,TCGA-D3-A5GL-06,TCGA-D3-A5GN-06,TCGA-D3-A5GO-06,TCGA-D3-A5GR-06,TCGA-D3-A5GS-06,TCGA-D3-A5GU-06,TCGA-D3-A8GB-06,TCGA-D3-A8GC-06,TCGA-D3-A8GD-06,TCGA-D3-A8GE-06,TCGA-D3-A8GI-06,TCGA-D3-A8GJ-06,TCGA-D3-A8GK-06,TCGA-D3-A8GL-06,TCGA-D3-A8GM-06,TCGA-D3-A8GN-06,TCGA-D3-A8GO-06,TCGA-D3-A8GP-06,TCGA-D3-A8GQ-06,TCGA-D3-A8GR-06,TCGA-D3-A8GS-06,TCGA-D3-A8GV-06,TCGA-D9-A148-06,TCGA-D9-A149-06,TCGA-D9-A1JW-06,TCGA-D9-A1JX-06,TCGA-D9-A1X3-06,TCGA-D9-A3Z1-06,TCGA-D9-A3Z3-06,TCGA-D9-A4Z6-06,TCGA-D9-A6E9-06,TCGA-D9-A6EA-06,TCGA-D9-A6EC-06,TCGA-D9-A6EG-06,TCGA-DA-A1HV-06,TCGA-DA-A1HW-06,TCGA-DA-A1HY-06,TCGA-DA-A1I0-06,TCGA-DA-A1I1-06,TCGA-DA-A1I2-06,TCGA-DA-A1I4-06,TCGA-DA-A1I5-06,TCGA-DA-A1I7-06,TCGA-DA-A1I8-06,TCGA-DA-A1IA-06,TCGA-DA-A1IB-06,TCGA-DA-A1IC-06,TCGA-DA-A3F3-06,TCGA-DA-A3F5-06,TCGA-DA-A3F8-06,TCGA-DA-A95V-06,TCGA-DA-A95W-06,TCGA-DA-A95X-06,TCGA-DA-A95Y-06,TCGA-DA-A95Z-06,TCGA-EB-A44Q-06,TCGA-EB-A44R-06,TCGA-EB-A5KH-06,TCGA-EB-A5SG-06,TCGA-EB-A5SH-06,TCGA-EB-A5UL-06,TCGA-EB-A5UN-06,TCGA-EB-A6L9-06,TCGA-EE-A17X-06,TCGA-EE-A17Y-06,TCGA-EE-A17Z-06,TCGA-EE-A180-06,TCGA-EE-A181-06,TCGA-EE-A182-06,TCGA-EE-A183-06,TCGA-EE-A184-06,TCGA-EE-A185-06,TCGA-EE-A20B-06,TCGA-EE-A20C-06,TCGA-EE-A20F-06,TCGA-EE-A20H-06,TCGA-EE-A20I-06,TCGA-EE-A29A-06,TCGA-EE-A29B-06,TCGA-EE-A29C-06,TCGA-EE-A29D-06,TCGA-EE-A29E-06,TCGA-EE-A29G-06,TCGA-EE-A29H-06,TCGA-EE-A29L-06,TCGA-EE-A29M-06,TCGA-EE-A29N-06,TCGA-EE-A29P-06,TCGA-EE-A29Q-06,TCGA-EE-A29R-06,TCGA-EE-A29S-06,TCGA-EE-A29T-06,TCGA-EE-A29V-06,TCGA-EE-A29W-06,TCGA-EE-A29X-06,TCGA-EE-A2A0-06,TCGA-EE-A2A1-06,TCGA-EE-A2A2-06,TCGA-EE-A2A5-06,TCGA-EE-A2A6-06,TCGA-EE-A2GB-06,TCGA-EE-A2GC-06,TCGA-EE-A2GD-06,TCGA-EE-A2GE-06,TCGA-EE-A2GH-06,TCGA-EE-A2GI-06,TCGA-EE-A2GJ-06,TCGA-EE-A2GK-06,TCGA-EE-A2GL-06,TCGA-EE-A2GM-06,TCGA-EE-A2GN-06,TCGA-EE-A2GO-06,TCGA-EE-A2GP-06,TCGA-EE-A2GR-06,TCGA-EE-A2GS-06,TCGA-EE-A2GT-06,TCGA-EE-A2GU-06,TCGA-EE-A2M5-06,TCGA-EE-A2M6-06,TCGA-EE-A2M7-06,TCGA-EE-A2M8-06,TCGA-EE-A2MC-06,TCGA-EE-A2MD-06,TCGA-EE-A2ME-06,TCGA-EE-A2MF-06,TCGA-EE-A2MG-06,TCGA-EE-A2MH-06,TCGA-EE-A2MI-06,TCGA-EE-A2MJ-06,TCGA-EE-A2MK-06,TCGA-EE-A2ML-06,TCGA-EE-A2MM-06,TCGA-EE-A2MN-06,TCGA-EE-A2MP-06,TCGA-EE-A2MQ-06,TCGA-EE-A2MR-06,TCGA-EE-A2MS-06,TCGA-EE-A2MT-06,TCGA-EE-A2MU-06,TCGA-EE-A3AA-06,TCGA-EE-A3AB-06,TCGA-EE-A3AC-06,TCGA-EE-A3AD-06,TCGA-EE-A3AE-06,TCGA-EE-A3AF-06,TCGA-EE-A3AG-06,TCGA-EE-A3AH-06,TCGA-EE-A3J3-06,TCGA-EE-A3J4-06,TCGA-EE-A3J5-06,TCGA-EE-A3J7-06,TCGA-EE-A3J8-06,TCGA-EE-A3JA-06,TCGA-EE-A3JB-06,TCGA-EE-A3JD-06,TCGA-EE-A3JE-06,TCGA-EE-A3JH-06,TCGA-EE-A3JI-06,TCGA-ER-A193-06,TCGA-ER-A195-06,TCGA-ER-A197-06,TCGA-ER-A198-06,TCGA-ER-A199-06,TCGA-ER-A19A-06,TCGA-ER-A19B-06,TCGA-ER-A19C-06,TCGA-ER-A19D-06,TCGA-ER-A19E-06,TCGA-ER-A19F-06,TCGA-ER-A19G-06,TCGA-ER-A19H-06,TCGA-ER-A19J-06,TCGA-ER-A19L-06,TCGA-ER-A19M-06,TCGA-ER-A19N-06,TCGA-ER-A19O-06,TCGA-ER-A19P-06,TCGA-ER-A19Q-06,TCGA-ER-A19S-06,TCGA-ER-A19T-06,TCGA-ER-A19W-06,TCGA-ER-A1A1-06,TCGA-ER-A2NC-06,TCGA-ER-A2ND-06,TCGA-ER-A2NE-06,TCGA-ER-A2NF-06,TCGA-ER-A2NG-06,TCGA-ER-A2NH-06,TCGA-ER-A3ES-06,TCGA-ER-A3ET-06,TCGA-ER-A3EV-06,TCGA-ER-A3PL-06,TCGA-ER-A42K-06,TCGA-ER-A42L-06,TCGA-FR-A3YN-06,TCGA-FR-A3YO-06,TCGA-FR-A44A-06,TCGA-FR-A69P-06,TCGA-FR-A729-06,TCGA-FR-A7U8-06,TCGA-FR-A7U9-06,TCGA-FR-A7UA-06,TCGA-FR-A8YC-06,TCGA-FR-A8YD-06,TCGA-FR-A8YE-06,TCGA-FS-A1YW-06,TCGA-FS-A1YX-06,TCGA-FS-A1YY-06,TCGA-FS-A1Z0-06,TCGA-FS-A1Z3-06,TCGA-FS-A1Z4-06,TCGA-FS-A1Z7-06,TCGA-FS-A1ZA-06,TCGA-FS-A1ZB-06,TCGA-FS-A1ZC-06,TCGA-FS-A1ZD-06,TCGA-FS-A1ZE-06,TCGA-FS-A1ZF-06,TCGA-FS-A1ZG-06,TCGA-FS-A1ZH-06,TCGA-FS-A1ZJ-06,TCGA-FS-A1ZK-06,TCGA-FS-A1ZM-06,TCGA-FS-A1ZP-06,TCGA-FS-A1ZQ-06,TCGA-FS-A1ZR-06,TCGA-FS-A1ZS-06,TCGA-FS-A1ZT-06,TCGA-FS-A1ZU-06,TCGA-FS-A1ZW-06,TCGA-FS-A1ZY-06,TCGA-FS-A1ZZ-06,TCGA-FS-A4F0-06,TCGA-FS-A4F4-06,TCGA-FS-A4F5-06,TCGA-FS-A4F8-06,TCGA-FS-A4F9-06,TCGA-FS-A4FB-06,TCGA-FS-A4FC-06,TCGA-FS-A4FD-06,TCGA-FW-A3I3-06,TCGA-FW-A3R5-06,TCGA-FW-A3TU-06,TCGA-FW-A3TV-06,TCGA-FW-A5DY-06,TCGA-GF-A3OT-06,TCGA-GF-A4EO-06,TCGA-GF-A6C8-06,TCGA-GF-A6C9-06,TCGA-GN-A262-06,TCGA-GN-A264-06,TCGA-GN-A265-06,TCGA-GN-A266-06,TCGA-GN-A267-06,TCGA-GN-A268-06,TCGA-GN-A26A-06,TCGA-GN-A26D-06,TCGA-GN-A4U3-06,TCGA-GN-A4U4-06,TCGA-GN-A4U7-06,TCGA-GN-A4U8-06,TCGA-GN-A4U9-06,TCGA-GN-A8LK-06,TCGA-GN-A8LL-06,TCGA-GN-A9SD-06,TCGA-HR-A2OG-06,TCGA-HR-A2OH-06,TCGA-LH-A9QB-06,TCGA-OD-A75X-06,TCGA-QB-A6FS-06,TCGA-QB-AA9O-06,TCGA-RP-A690-06,TCGA-RP-A693-06,TCGA-RP-A694-06,TCGA-RP-A695-06,TCGA-RP-A6K9-06,TCGA-W3-A824-06,TCGA-W3-A825-06,TCGA-W3-A828-06,TCGA-W3-AA1O-06,TCGA-W3-AA1Q-06,TCGA-W3-AA1R-06,TCGA-W3-AA1V-06,TCGA-W3-AA1W-06,TCGA-W3-AA21-06,TCGA-WE-A8JZ-06,TCGA-WE-A8K1-06,TCGA-WE-A8K5-06,TCGA-WE-A8K6-06,TCGA-WE-A8ZM-06,TCGA-WE-A8ZN-06,TCGA-WE-A8ZO-06,TCGA-WE-A8ZQ-06,TCGA-WE-A8ZT-06,TCGA-WE-A8ZX-06,TCGA-WE-A8ZY-06,TCGA-WE-AA9Y-06,TCGA-WE-AAA0-06,TCGA-WE-AAA3-06,TCGA-WE-AAA4-06,TCGA-YD-A89C-06,TCGA-YD-A9TA-06,TCGA-YD-A9TB-06,TCGA-YG-AA3O-06,TCGA-YG-AA3P-06,TCGA-Z2-A8RT-06,TCGA-Z2-AA3S-06,TCGA-Z2-AA3V-06
PLAT,0.2371,-1.5467,0.18,0.0489,-0.134,0.2166,0.7166,2.1001,-0.5889,0.4213,1.8755,0.0518,-0.8482,-1.7612,-0.9824,0.3014,-1.3888,-0.9977,2.2796,-0.0219,0.784,-0.0081,1.1195,0.9588,-0.667,0.2765,0.9114,-0.6607,0.2809,-0.3471,-0.6454,-0.6749,0.2027,-1.4348,0.2599,0.6258,0.141,-1.087,1.148,0.3802,0.7267,-0.1596,0.5293,0.4956,0.7517,1.7293,-0.5731,-0.0588,0.5696,-2.1566,-0.6276,-0.0136,-1.6023,-1.8873,0.5232,-0.5062,0.3793,0.0392,0.6617,0.008,1.0577,0.9145,0.0738,-0.5431,-0.9376,0.4686,0.8436,-0.0762,0.0313,-1.171,-0.6851,-1.0559,1.8982,0.0875,-0.3429,-0.9517,-0.5259,-1.3123,-0.5905,-0.258,0.3752,1.1386,0.3042,0.7344,0.3644,0.7386,-0.2045,-0.4606,-1.4197,-0.6484,0.0372,1.2313,-0.2413,0.8877,0.5054,-0.0219,-0.8519,1.8872,-0.1572,1.1733,1.7826,-1.6209,-2.3078,1.0273,0.7575,-0.1447,1.0458,-0.4311,-1.8493,0.5368,-2.0376,1.0426,-0.0363,-0.4765,-1.3099,-0.0307,-0.7308,-0.7313,-0.961,1.921,-0.8243,1.6775,-1.4007,-0.1648,-0.8914,0.1947,1.0659,1.8254,-4.4762,-0.3635,0.7545,0.716,0.098,-0.6156,-1.4254,1.4362,-0.1749,0.0179,-0.0636,-1.0485,-0.9395,1.1471,0.7824,-0.6371,0.7877,-0.5152,-0.1356,-1.1062,-1.062,0.7391,0.6982,-0.5547,0.4996,0.0402,-0.0276,0.2707,0.2773,2.0448,1.6659,0.6151,-0.486,0.5788,-2.5623,1.1597,0.9104,0.6139,1.2813,-0.0286,1.0136,0.0232,0.8086,-0.0874,-1.337,0.7777,0.3029,-0.1534,-0.9594,-0.3125,-0.8369,-0.6424,-0.0793,0.6229,1.534,-0.8897,0.6105,0.2819,-0.6411,-0.6697,-0.6015,0.0512,1.9564,0.2656,-0.225,-0.5171,-2.5261,-0.1465,-1.1765,0.4013,0.4497,-0.9779,0.6841,0.8573,0.2152,0.4485,-0.035,1.8251,0.4374,-1.2634,-0.1062,0.4044,1.0804,-0.3878,-0.9544,-0.2764,-0.2043,-1.0876,0.0351,0.7902,-0.5352,0.1419,-0.5792,0.3174,0.576,-0.3756,0.1072,-0.3174,-0.4992,1.2693,0.3197,-0.2935,-0.5348,-1.4188,-0.779,0.7024,0.5519,-0.0019,-1.8365,1.7359,1.3566,-0.6955,-1.9057,0.0754,-0.1089,-2.1121,0.2845,-0.7885,2.56,1.473,-0.1938,-0.6781,0.155,-0.5395,0.7306,-0.1398,1.5509,-0.261,-0.1943,-0.6991,0.8539,-1.5095,-1.1863,0.972,-0.9775,-1.1615,0.7886,-1.4028,1.4126,0.0526,-0.3875,0.2685,2.1932,1.147,-0.3775,-0.7755,0.3798,0.762,1.2728,1.7255,-0.7205,0.1599,0.7968,-0.0463,-0.0395,1.382,-0.5934,0.4909,-0.7363,0.1378,0.2514,1.9871,0.214,-0.6726,0.1359,2.5831,-2.3497,1.4396,-0.4922,0.1915,0.6553,-0.3696,-1.2205,0.5025,0.9115,-0.1491,-0.0088,1.555,-0.4199,1.1226,1.165,1.075,-0.2877,0.6918,0.3144,0.569,-0.1638,0.0529,0.1365,-0.833,-0.6635,0.3059,0.167,0.3273,0.9208,0.127,-1.1948,0.0919,-0.8084,2.5349,1.1235,0.1407,-1.4101,0.8188,1.497,-1.5503,-1.0012,-0.2464,-1.4557,-2.485,0.0139,0.0901,-1.5508,-1.4406,-0.484,0.7196,1.1475,-0.4911,-0.1486,0.8297,0.2535,-0.2249,-0.9436,0.6241,-2.1001,-0.5595,-0.2972,-0.3412,-1.3174,0.3578,0.2213,-3.6669,0.2532,-0.5062,-0.7283
PLAU,-0.9811,0.3053,0.0713,0.5127,-1.4697,-0.3394,1.5808,-0.9229,0.8077,0.6069,1.3397,-0.1243,-0.5837,-0.2126,0.044,0.6256,2.7584,0.4081,1.0481,-0.0783,0.265,0.1125,-1.1679,0.2584,-1.1366,-0.173,0.4718,0.5427,1.3084,0.7052,-0.4565,1.9319,0.2904,-0.9858,-0.3089,-0.4822,1.4751,0.6976,-0.1399,-0.272,0.692,-1.6746,-0.5499,0.6247,1.7892,-0.3713,1.079,1.3511,0.6214,-0.5015,0.0223,-1.1798,0.3579,-0.8675,-1.1052,0.2866,0.5734,0.2398,0.7726,0.0014,-0.1606,1.3153,-0.0733,-0.1001,0.8975,1.1609,0.1777,-1.7046,-0.9941,-0.0249,0.8455,-0.1784,-2.1071,0.5478,-0.6244,-1.1347,-0.722,-0.3913,-0.1718,0.0375,-0.666,-0.8331,0.4666,0.6374,-0.7628,0.6258,-1.0963,-0.3829,-0.0677,0.4555,-0.2794,0.5203,0.1682,0.8241,-0.3726,1.7375,1.4872,0.6982,0.0703,-1.8246,1.2997,-0.9534,-0.421,-0.0397,-0.3201,0.0693,-1.3794,0.2666,-0.8289,-0.95,-0.5344,-0.4407,-0.956,1.4333,-1.0844,-0.5366,0.3978,-0.1958,-0.6485,0.1073,-1.6997,-0.6984,-0.1048,0.5542,-0.1878,-0.6426,-1.5525,0.4359,-1.7434,0.0708,-0.8627,0.0071,0.4782,-0.059,0.8762,-1.117,-1.3408,0.1281,-0.3492,-2.9994,-1.3153,0.1408,0.5363,-0.8123,-0.0754,0.397,0.5422,-0.2451,0.333,0.6348,1.8624,0.5815,-0.5176,0.198,-1.3187,-0.6154,0.8929,1.3311,1.9036,1.6211,-0.0992,-0.6828,0.0788,-0.9883,-1.0321,-0.1474,-0.0103,1.4326,-1.1109,-0.588,-0.3572,-1.2159,4.3713,-0.2576,-1.7676,0.9212,2.3259,-0.5239,0.9838,-0.8767,0.8667,-0.7286,0.12,-0.1058,0.2567,-1.1904,0.021,-0.5711,0.2584,0.3222,0.3636,-1.1423,-0.715,1.4874,-0.3505,0.2783,-0.4556,-1.5081,-0.8553,0.7856,-0.046,-1.3462,0.6623,-0.0307,0.4091,-1.1864,-2.0382,0.7186,1.3493,0.0563,1.646,1.0982,-2.2752,0.6314,0.9044,0.6745,-0.3922,-0.296,1.8117,-0.5715,0.4308,0.634,-0.0598,-0.4536,0.103,-0.7657,0.7179,-0.3798,1.0399,1.671,2.2465,0.7184,1.0867,-0.0295,-1.0614,0.1999,0.4335,0.8366,-1.0016,-2.1309,-1.7512,1.1146,0.4186,-1.487,1.0399,-0.2014,0.5092,-0.4971,-0.134,-0.6228,0.7912,0.6821,0.6582,-0.1704,-0.4764,4.3889,0.8279,-1.9835,-0.8636,0.5044,-0.9933,0.1536,0.9253,-0.26,-0.3088,-0.1573,1.2385,-0.345,0.6577,0.112,0.5879,-0.7321,0.4892,-1.4872,0.9823,-1.1617,-0.8515,1.1301,-0.0425,0.0893,-0.8322,2.2951,-0.2947,-0.0926,0.4358,-1.0299,-1.7492,-2.1704,1.0248,-0.4211,0.248,-0.9533,-0.5099,0.0837,0.0103,-0.6032,0.4544,-0.1608,-0.4482,-0.8839,4.253,0.7697,-0.4584,1.1639,-2.8021,0.4787,2.4728,1.8692,0.0767,-1.2332,1.1365,-0.6662,-1.3247,-1.9607,-0.6999,-0.5537,-0.7583,-2.17,-0.1061,-0.1712,1.8414,0.0181,-0.7785,-0.937,0.6069,-0.3404,-1.9805,-0.5274,-0.3535,-1.0532,-1.1499,-0.6713,0.8568,1.2253,0.1068,-0.9221,-0.9166,3.7272,0.3202,-0.9894,-0.2175,0.0123,0.707,-0.7056,-0.362,1.3032,-0.7439,-0.6535,-2.4948,-0.6812,-0.0037,0.903,-0.6654,0.4457,0.8045,-0.9983,0.6118,0.12,0.0105,-1.5807,-0.3493,-1.991,0.9644
CTSA,0.5487,-0.1833,-0.1508,0.8857,-0.9657,-0.3738,-1.9954,-2.2682,-1.4689,-0.3814,0.1325,1.5627,0.1373,0.4418,0.8109,0.5634,-0.8847,0.2293,-0.5199,-0.4781,0.6073,1.6912,-2.2848,1.2458,-0.8172,0.0542,1.4962,1.3872,-0.0965,-0.8355,0.6371,0.1005,1.7716,-1.4393,-0.2606,-0.0756,1.467,0.8434,0.6367,-1.5842,-0.0997,-1.3866,-1.4687,-0.1021,1.8619,-0.7826,-0.3312,0.0118,-0.5211,-0.86,0.5582,0.2752,0.5838,-3.6429,-0.3636,0.5976,0.0756,1.1325,0.2948,-0.0109,-0.2705,-0.04,-0.3098,-0.271,-1.582,2.7118,0.5178,-0.4408,-1.0017,0.5921,0.3329,1.3556,0.3977,-1.0687,1.1625,-0.15,-0.7704,0.8517,-0.2676,0.534,0.0614,-0.7029,0.8877,0.5946,-0.5251,1.3112,0.7033,0.5972,-0.7654,2.5225,0.1752,0.2137,1.9671,0.415,-0.0644,1.1159,0.1876,1.0265,1.5787,1.2549,-0.0414,-0.2155,-1.4667,-0.5529,0.0473,1.3293,-0.9258,0.5647,2.3358,-0.2869,0.3002,-0.9152,0.1404,0.1489,1.5176,0.8823,0.5458,1.4977,1.0738,-0.3294,-0.786,-0.6929,0.3777,2.1632,1.6551,0.6798,0.2058,0.8002,0.3831,1.0804,-1.323,1.0799,-0.7285,0.06,0.6452,-0.7135,1.7672,-0.1785,0.9251,-0.7148,0.0867,0.521,0.8282,-0.7279,-0.7608,0.4308,0.3099,0.9742,-2.3276,1.45,-1.0174,0.5005,-0.667,-0.7226,0.8153,0.5271,-1.5437,0.4281,0.1796,-0.5455,-0.0784,0.238,-1.5098,-0.8897,-0.3526,-0.8828,-0.7977,-0.7588,-1.1552,-1.9287,1.0811,0.149,-1.031,-0.9127,-1.5226,-0.1252,-0.6482,-0.2818,-0.7521,-0.8813,-0.384,0.0508,-0.569,0.3027,-0.5517,1.1094,-1.5879,-0.0189,1.0835,0.0873,-0.9352,-0.2583,-0.0801,1.5916,0.1293,0.5919,0.1436,0.8872,0.6828,0.391,0.3507,1.1152,-0.6819,-0.5254,0.4272,0.1021,-2.2068,-0.5277,-0.3056,-0.733,-0.6297,0.9739,-1.3624,-0.1953,-1.3001,0.0213,-0.6543,0.6523,0.3302,0.6343,-0.3616,-1.9782,-1.2153,-0.1288,-0.614,-1.0846,0.1864,-1.0337,0.2315,-0.0889,1.7077,-0.5572,1.3686,0.3568,0.5824,1.0599,-0.8257,-0.3607,1.2533,-0.4676,0.0411,0.2458,0.4408,-1.7573,-0.6346,0.1327,0.2295,0.6965,0.3284,0.9223,1.7383,0.3016,-1.2456,-0.0084,-1.1299,-0.3242,-0.0779,-1.1298,0.4674,-0.1825,-1.5978,-0.4321,0.2869,-1.4688,-1.5202,-1.9506,0.5948,0.7576,0.325,-2.3875,-2.7136,-0.1798,-1.0194,0.9179,-0.7484,0.2491,-0.6368,-0.1867,-0.637,1.125,-0.5317,-0.8272,-2.1899,-1.3593,-0.6642,-0.8818,-0.3571,-0.6906,0.7631,0.6525,-1.1849,-0.9685,-0.1044,0.7829,-0.9267,-1.3487,-1.0536,1.6687,0.1932,0.67,-0.9435,0.8401,-0.354,0.2314,-1.6691,-0.2743,0.6135,-0.7266,-0.2094,0.4014,1.0075,0.7625,-0.6434,-1.1744,0.4198,-0.8778,-1.9032,0.764,0.6814,-0.3166,-0.2211,0.1715,0.107,-1.2605,1.9562,-0.4062,-1.4595,-0.2113,-0.6169,0.5875,0.0715,0.0374,-1.0865,-1.0442,0.8405,0.8726,0.9072,-0.1561,-0.0269,2.2935,0.5261,-1.3241,-1.092,0.1438,-0.5593,0.705,-0.2672,-0.0381,-0.7914,-0.9444,0.0761,-0.5056,0.0104,0.4931,2.0712,-3.3396,-2.1983,-0.5927,0.3765,-3.112,-0.0927,-2.0028,2.0018
CTSB,0.834,-0.7885,-0.2297,0.63,-1.3474,-0.299,-1.3412,-1.3929,-0.1127,0.0983,0.1864,0.028,-0.3024,0.0871,0.104,0.5668,1.105,0.231,-0.7737,-1.0981,0.4442,-0.3487,-2.7411,-0.0705,-0.5265,-0.3688,1.8737,-0.0186,-0.442,0.2985,1.3682,1.6211,3.1395,-0.9577,-0.6595,0.8908,0.025,1.2404,0.1182,-0.4552,0.2409,-1.5456,-0.4716,-0.1195,0.3738,0.0699,-0.2344,0.8906,-0.6005,-0.5827,0.6148,-1.5128,1.2468,-3.6314,-0.152,1.6111,-0.8403,2.526,0.1048,-0.4642,-0.9952,-0.1284,-0.2285,-0.5205,-0.8412,1.4052,0.1651,-0.4454,-0.8982,-0.1281,0.0859,-0.0255,-0.7452,-1.3428,0.1757,2.1357,0.551,-0.1154,1.2638,0.0367,0.6475,-1.2206,0.9636,-0.0074,-0.3422,1.1823,0.3736,0.7225,3.507,0.2874,-0.0259,0.0957,0.4975,0.4827,-0.5773,2.5986,1.1352,-0.1478,1.0784,0.1156,1.2456,0.6522,-1.0624,0.2588,0.3061,-0.2151,-0.4777,0.0685,0.3356,-0.6613,-0.1564,-0.6197,-0.2937,1.0642,1.4173,-1.0598,1.7064,-0.7356,1.6307,-0.1915,-1.905,0.4726,0.2222,1.4769,0.219,0.5666,0.8626,-0.3137,-0.3475,0.1585,-1.9754,0.4921,-0.1121,1.4253,-0.3274,0.5659,0.2712,0.5678,-0.5425,-0.5375,0.309,0.263,0.2039,-0.3189,0.1268,0.6722,1.3521,-0.9289,-1.853,2.6018,0.4245,-0.1967,-0.7558,-1.3148,1.2113,-0.2275,0.1414,1.4798,0.7553,0.6353,-1.0117,0.4732,-0.3937,0.4386,-0.6985,-0.8779,1.6609,0.0998,-0.9368,-2.023,2.0547,-0.1519,-0.5744,0.0128,-1.3905,0.5977,0.6152,0.0092,-0.0368,-1.4605,-0.497,0.8974,-0.7334,-0.3286,0.031,0.9923,-1.4394,-0.648,0.383,0.9396,-0.9891,-1.4281,1.0974,-0.1155,-1.4344,0.7371,-0.6868,0.5587,-1.3047,0.8886,-0.302,-0.5017,-0.2605,-0.7761,0.59,-0.898,-0.9159,-0.3279,-0.0767,-0.3583,0.223,1.4587,-1.453,0.7624,1.0294,0.3709,1.4775,0.6823,1.3768,-0.0692,-0.3046,-0.3684,-1.1684,-0.4342,-0.0199,-0.4896,-1.1762,-0.3467,0.8303,1.5166,3.5998,-0.3853,1.9948,0.6756,-0.677,0.6595,-0.6784,-0.9231,-0.4998,-1.4885,-1.5691,0.5076,0.5557,-2.3483,0.9009,0.3209,0.0141,-1.1141,0.1739,-0.0791,3.863,1.3723,-1.3185,-0.1654,-0.6709,0.2091,1.2019,-0.9656,-0.4279,-0.2826,-1.2551,0.012,0.1881,-0.5881,-1.6834,-1.2563,0.1017,1.1303,1.7508,-1.8967,-1.611,-0.159,-1.5817,1.798,0.2258,-1.2023,0.0311,1.0152,-0.5547,0.6572,-0.109,1.5716,-0.9923,-1.0204,-0.1131,-1.5248,-1.7594,-1.1273,-0.0092,-0.458,1.2637,0.2666,-0.4496,0.8501,-1.72,-1.3799,-0.5526,0.453,0.595,-0.8961,0.918,0.706,-0.8343,0.9201,-2.4109,-0.6068,0.2295,0.1972,-0.2319,1.0526,0.9004,0.2095,1.2835,-0.8888,0.4078,0.0794,-1.7719,0.6176,-0.1003,-0.3879,0.915,0.8605,-1.0747,-1.2372,0.235,-0.591,-0.4583,0.1995,-0.4181,1.0266,-0.7196,0.7152,-0.2054,-0.9515,-0.758,-0.7456,-1.087,-0.2721,0.4744,0.259,-0.7373,-0.629,-0.9937,0.8369,-0.9728,2.0353,0.076,-1.2877,-0.7013,0.3149,0.7565,-0.7644,-0.6421,-0.2635,1.5213,-2.0168,-0.45,-0.1315,-0.3323,-2.5478,0.091,-1.736,2.2864
